"meas" "method" "breakpoint" "breakpoint.se" "m1" "m1.se" "m2" "m2.se" "intercept" "intercept.se"
"93" 417 "grid" 0.858998354643496 0.0323066670693917 0.9485 0.01859 0.6638 0.08253 0.0492107136357468 0.012440553715772
"94" 437 "xyz" 0.968744957309491 0.0143099532689923 0.9385 0.01325 0.1182 0.2269 0.0407057440869818 0.00990477704758052
"95" 437 "rand" 0.938434962749094 0.0127110363104798 0.9595 0.01513 0.1287 0.1374 0.0403967571655705 0.0108431557122199
"96" 437 "grid" 0.946243735911738 0.0138986988701029 0.9564 0.01376 0.1625 0.1719 0.0424397925647297 0.00999082349932325
"97" 458 "xyz" 0.928743833084025 0.0159943974041959 0.9794 0.01461 0.3209 0.1349 0.0130707851451809 0.0105425447037945
"98" 458 "rand" 0.883971135117797 0.0137077290974656 1.007 0.01593 0.3491 0.08298 0.0119865717268963 0.0108856072238958
"99" 458 "grid" 0.907735246650546 0.0154610039338576 0.9947 0.01486 0.4064 0.1141 0.0145412314527887 0.0103650314457629
"100" 480 "xyz" 0.910634771807225 0.0189207292224564 0.9544 0.01501 0.4693 0.09977 0.0366643003837514 0.010504424349755
"101" 480 "rand" 0.934294459850817 0.0153423102261555 0.9501 0.01511 0.2355 0.1298 0.0458569686720829 0.0108719800595956
"102" 480 "grid" 0.95189917068799 0.0108268804484625 0.9672 0.01277 0.04019 0.1769 0.0307382398676769 0.00931938944293928
"103" 502 "xyz" 0.976797832214725 0.0121167465195592 0.9511 0.01313 -0.07827 0.243 0.0345866926464427 0.00982682928753325
"104" 502 "rand" 0.910668619328074 0.0171195199845237 0.9591 0.01583 0.3584 0.1236 0.0409683840797052 0.011141962114206
"105" 502 "grid" 0.923865023897247 0.0175701097940544 0.9852 0.01387 0.4381 0.1506 0.0169348771221285 0.00990021151477959
"106" 525 "xyz" 0.96613958094513 0.0153584931432263 0.9563 0.01168 0.2257 0.1869 0.0289312179623233 0.00863582905703887
"107" 525 "rand" 0.921844258503738 0.0167065430364422 0.958 0.01515 0.3435 0.1237 0.0382585823974777 0.0105744066508453
"108" 525 "grid" 0.941150704860915 0.0161757429211215 0.9769 0.01227 0.3854 0.1611 0.0216778315332614 0.00877601942716998
"109" 548 "xyz" 0.962226299533367 0.0159792869798228 0.941 0.01193 0.2789 0.186 0.0409853983604433 0.00882021101756128
"110" 548 "rand" 0.947747934019194 0.0143987705737096 0.9516 0.01332 0.1559 0.1727 0.0452311145913039 0.00966818262753891
"111" 548 "grid" 0.95253588035354 0.0135243551064571 0.9511 0.012 0.1905 0.1774 0.0417920310733658 0.00874151450048168
"112" 571 "xyz" 0.958528923725135 0.0127486109936761 0.9786 0.01227 0.1778 0.1717 0.013018180347992 0.00917553259941723
"113" 571 "rand" 0.90206470852202 0.0124203276477093 1.003 0.01502 0.2938 0.1011 0.0130570347123819 0.0105630210675924
"114" 571 "grid" 0.930186484888359 0.0156647994468601 0.9601 0.01266 0.3824 0.1369 0.0378896729078527 0.00907874314414087
"115" 595 "xyz" 0.897505273879234 0.0213910867616735 0.9719 0.01402 0.6062 0.08879 0.0212394897960446 0.00971405706006427
"116" 595 "rand" 0.920755602615457 0.012984500973429 0.9826 0.01434 0.3169 0.108 0.0231421842609166 0.0101937599150002
"117" 595 "grid" 0.916432190408459 0.0165112704890948 0.9829 0.01303 0.4848 0.1205 0.0226424584661862 0.00929003259209463
"118" 620 "xyz" 0.971648528483623 0.0126284523871683 0.9368 0.01169 0.1285 0.1857 0.0488480190875053 0.00862779866478971
"119" 620 "rand" 0.93903988231472 0.0139977345629251 0.9558 0.01297 0.2356 0.1366 0.0444168207982365 0.00932202650369167
"120" 620 "grid" 0.951742554456215 0.0143625507510187 0.9612 0.01141 0.3158 0.1816 0.0352042593374093 0.00830145634368233
"121" 645 "xyz" 0.948938217512365 0.0162341997488913 0.944 0.01061 0.4547 0.1451 0.0400318903197067 0.00781129813221016
"122" 645 "rand" 0.909802562579574 0.0142157584109976 0.9945 0.01262 0.4046 0.1124 0.0135313366987622 0.00894262422954094
"123" 645 "grid" 0.919481813064417 0.0114284085383779 1.024 0.01221 0.3428 0.1136 -0.00650521907239456 0.00870253552811044
"124" 670 "xyz" 0.965674377380713 0.0131025958832419 0.9606 0.01102 0.21 0.1815 0.0256883042552355 0.00827937729861823
"125" 670 "rand" 0.905629993636748 0.0148707204626394 0.9777 0.01386 0.4411 0.09091 0.0253072203236402 0.00971395529071332
"126" 670 "grid" 0.934358136220151 0.0172589720456076 0.9531 0.01189 0.4199 0.1534 0.0428348758473859 0.00859645231095287
"127" 696 "xyz" 0.956029032740538 0.0134196633356105 0.958 0.01126 0.2687 0.1684 0.034270095236842 0.00838377728479941
"128" 696 "rand" 0.948425849818452 0.0121917402507416 0.9818 0.01281 0.1239 0.1668 0.0206817377411924 0.00948677825707146
"129" 696 "grid" 0.928820378836875 0.0173517869239556 0.976 0.01198 0.4613 0.1452 0.0239092893894438 0.0087256511365619
"130" 723 "xyz" 0.960183415951964 0.0151692531718131 0.948 0.01076 0.3733 0.156 0.0342334836528354 0.00785929881014295
"131" 723 "rand" 0.931652773269439 0.0151109339761627 0.9782 0.01186 0.3534 0.146 0.0219219128649993 0.00848135422119133
"132" 723 "grid" 0.911568524590088 0.0175919510610685 0.9979 0.01187 0.5515 0.113 0.00960653882406631 0.00831460794440703
"133" 750 "xyz" 0.970717856465831 0.0100842203659283 0.9723 0.01076 0.116 0.1822 0.0176255589266223 0.00817491659525011
"134" 750 "rand" 0.920343289905574 0.0128248227120631 0.993 0.01323 0.3547 0.1256 0.0170685351745591 0.00954703944939048
"135" 750 "grid" 0.952742502826222 0.0122984923244135 0.981 0.01135 0.2541 0.1896 0.0216313450245261 0.00846281845443928
"136" 778 "xyz" 0.950507537830684 0.0125775173829541 0.9859 0.0115 0.321 0.1348 0.0102522064774933 0.00852489766216748
"137" 778 "rand" 0.91377276271444 0.0129694712871959 1.003 0.01279 0.3727 0.1067 0.00958398466483073 0.00916940342344144
"138" 778 "grid" 0.957976439193271 0.012111690520585 0.9651 0.01034 0.2952 0.1588 0.0295587804174754 0.00769209155191281
"139" 806 "xyz" 0.951769191619778 0.0116361467136266 0.9698 0.01016 0.2271 0.1752 0.0217460179034354 0.00738274132040428
"140" 806 "rand" 0.92970675741615 0.0134721637064758 0.9875 0.01176 0.3369 0.1473 0.0120810194059631 0.00843245239144418
"141" 806 "grid" 0.944002811163454 0.0154795932465625 0.9792 0.01106 0.3753 0.1766 0.019214156555811 0.00801756536058089
"142" 834 "xyz" 0.956116732521141 0.0130916493936657 0.959 0.01028 0.3285 0.1676 0.0317115323811883 0.00757546484562545
"143" 834 "rand" 0.946133360684025 0.0132739289323474 0.953 0.01077 0.3405 0.1328 0.0406460258705397 0.00784608965093773
"144" 834 "grid" 0.94235814100289 0.0170736693257795 0.9797 0.01076 0.4771 0.1586 0.0176889872820427 0.00790458228438461
"145" 863 "xyz" 0.954877196486313 0.0203510360105339 0.9613 0.009851 0.4976 0.1863 0.027828260712435 0.00734867839588715
"146" 863 "rand" 0.921022053355464 0.016407119799187 0.9815 0.01224 0.4382 0.1292 0.0208619924862597 0.00881800526822206
"147" 863 "grid" 0.963242105865324 0.0116187279243657 0.9734 0.00943 0.19 0.2121 0.023678782536729 0.00702770286943529
"148" 893 "xyz" 0.953757800553529 0.0137456502253079 0.9707 0.009926 0.4128 0.1474 0.0224395399879674 0.00738811805767514
"149" 893 "rand" 0.912094340083762 0.0140953515030504 0.9871 0.01208 0.4719 0.09532 0.0185936066062901 0.00860503495686817
"150" 893 "grid" 0.943432856025832 0.0115963746753344 0.9918 0.01072 0.342 0.1503 0.0142310859619243 0.00785201494041038
"151" 923 "xyz" 0.911475287234782 0.0173904412466058 0.9915 0.01045 0.6219 0.09059 0.00493669165420331 0.00752086790695662
"152" 923 "rand" 0.929107831152435 0.0135549477689336 0.9825 0.01158 0.4127 0.1248 0.0175888967000887 0.00844031641432091
"153" 923 "grid" 0.936231753676928 0.014596309509151 0.9991 0.01079 0.4235 0.1675 0.00531521532759755 0.00795618688091661
"154" 953 "xyz" 0.955718454931614 0.0103612245091159 0.9885 0.009028 0.3107 0.1591 0.0067987915712344 0.00672839915644886
"155" 953 "rand" 0.902047921698731 0.0166165374541267 0.9969 0.01205 0.5502 0.091 0.0102571153513608 0.00848051713431841
"156" 953 "grid" 0.896639656708277 0.0237583628961347 0.9819 0.0105 0.6867 0.09302 0.0222341667472987 0.00727849202306523
"157" 984 "xyz" 0.959406780853551 0.012276688719166 0.9876 0.009382 0.2791 0.1854 0.00692617652512753 0.00701117070217038
"158" 984 "rand" 0.929282241329096 0.0119881966722899 0.9779 0.01056 0.3739 0.1228 0.0248458939738355 0.00757390970015874
"159" 984 "grid" 0.910260026172858 0.0174046446667926 0.9871 0.01127 0.5757 0.1062 0.0180135406729817 0.00789883838186818
"160" 1016 "xyz" 0.95889727263785 0.0131243993539676 0.9805 0.009149 0.3611 0.2019 0.0139491500960676 0.00689782453825431
"161" 1016 "rand" 0.935949388378414 0.0122647297009483 0.9879 0.01013 0.3943 0.1233 0.0158800793313829 0.00742826532848326
"162" 1016 "grid" 0.926914247267109 0.0190131629118515 0.9896 0.009883 0.6189 0.1298 0.0119677622230266 0.00717496632158136
"163" 1048 "xyz" 0.964045550689352 0.0106153917877031 0.9846 0.00877 0.2814 0.1663 0.0121761358638919 0.00652700391157758
"164" 1048 "rand" 0.941929199155722 0.0111200753347942 0.9903 0.01066 0.3156 0.1187 0.0124912824961687 0.00778127544021708
"165" 1048 "grid" 0.960963817053412 0.010769489095627 0.9956 0.009192 0.2327 0.1917 0.00813336329664409 0.00682898439664832
"166" 1080 "xyz" 0.94344750438461 0.0129172835654738 0.9922 0.009829 0.3842 0.1463 0.00503598753835248 0.00717738700853016
"167" 1080 "rand" 0.932660619685431 0.0145756336540609 0.9876 0.01039 0.4578 0.1186 0.0112529489930613 0.00750668762070424
"168" 1080 "grid" 0.951711455779051 0.012957237508878 0.9937 0.009511 0.3059 0.1782 0.00789621157967893 0.00702282451444954
"169" 1113 "xyz" 0.964613569498836 0.0120787725504291 0.9761 0.008612 0.2541 0.2188 0.0186474143769387 0.00632415566724896
"170" 1113 "rand" 0.927016814591448 0.01457006249271 1.001 0.009915 0.4539 0.1278 0.0039123541294719 0.00708344686482569
"171" 1113 "grid" 0.957171723916747 0.0123464544038159 0.9842 0.00805 0.3461 0.1829 0.0159877792514667 0.00590528697620721
"172" 1146 "xyz" 0.971069094926477 0.0130072839445798 0.9749 0.008301 0.3328 0.2002 0.0171326766434206 0.00623705517088364
"173" 1146 "rand" 0.959427233210058 0.0110450288806885 0.972 0.009241 0.1969 0.1757 0.0262217268431634 0.00682761448962373
"174" 1146 "grid" 0.959328744248118 0.0133378299313373 0.9988 0.008754 0.4288 0.2027 0.00212683022160563 0.00648442466304966
"175" 1180 "xyz" 0.981070376878722 0.00995164020103525 0.9638 0.007901 0.06259 0.26 0.0292460005938388 0.00592013927804615
"176" 1180 "rand" 0.932905855021779 0.0148448066182038 0.9933 0.01026 0.512 0.1168 0.00616335790955406 0.0073733551641879
"177" 1180 "grid" 0.938289518387533 0.0124140924797121 1.012 0.008925 0.45 0.1347 -0.00333478821720152 0.00646251725296592
"178" 1215 "xyz" 0.976043651780378 0.010592830541013 0.9985 0.008742 0.1599 0.2423 -0.00220275078189858 0.00663816421320899
"179" 1215 "rand" 0.952001702612602 0.0162509294528119 0.9744 0.009786 0.4268 0.1881 0.0228011278711367 0.00726641374258181
"180" 1215 "grid" 0.941960064480231 0.0139209190605873 0.998 0.009093 0.5204 0.1312 0.00529264924708435 0.006650842617688
"181" 1250 "xyz" 0.952987507691956 0.0115150175287548 0.9869 0.008437 0.384 0.1582 0.0106977745915628 0.00616511007033989
"182" 1250 "rand" 0.93536380514687 0.0106676682759485 1.003 0.009569 0.3738 0.1258 0.00620390744998987 0.00690368681703934
"183" 1250 "grid" 0.948086480439381 0.0138932638341705 0.9969 0.008163 0.5225 0.1717 0.0066672147623691 0.00595854204387484
"184" 1285 "xyz" 0.976868296737123 0.00983294098196892 0.9905 0.007698 0.2301 0.2275 0.00439397944279196 0.00577560981454197
"185" 1285 "rand" 0.959532902983907 0.0127669651682561 0.9837 0.009313 0.3153 0.1845 0.0169489042928109 0.00687631615053736
"186" 1285 "grid" 0.956906815107243 0.0156806980449637 0.9743 0.008185 0.445 0.193 0.026435534539198 0.00602410633260881
"187" 1321 "xyz" 0.963388348189261 0.0143345848154115 0.9839 0.008101 0.4826 0.1944 0.00980914048573813 0.0060478050645378
"188" 1321 "rand" 0.94770181391216 0.0109557471644425 0.9888 0.009164 0.2905 0.1657 0.015656080569899 0.00670016977536404
"189" 1321 "grid" 0.960082493788078 0.0104563558146509 1.009 0.008276 0.3044 0.2239 -0.00299160711116672 0.00616117899349939
"190" 1358 "xyz" 0.955658615548197 0.0124920306923755 0.9977 0.008206 0.4166 0.1658 -7.91469892188007e-05 0.00607066815703692
"191" 1358 "rand" 0.921596288711506 0.0141451825469195 0.9867 0.009867 0.5152 0.09955 0.0180158939461288 0.00702029971273415
"192" 1358 "grid" 0.951389385824036 0.0124991904644687 0.9934 0.007861 0.4716 0.1486 0.00669471038284197 0.00579676658519232
"193" 1395 "xyz" 0.957995104177897 0.0135609456591598 0.9744 0.007988 0.4493 0.1817 0.0206520245946549 0.00599858500356618
"194" 1395 "rand" 0.934890466741606 0.0111862568520573 0.9947 0.009237 0.3834 0.115 0.0112164692757069 0.00675328158253833
"195" 1395 "grid" 0.964199000206575 0.0111218380439477 0.9848 0.007623 0.2961 0.2069 0.0178724163602248 0.00576746232142631
"196" 1432 "xyz" 0.945635194215911 0.0139323505856261 0.9991 0.007775 0.5542 0.1455 -0.000893360580927375 0.00565575831423888
"197" 1432 "rand" 0.9580280586648 0.0103707436980142 0.9894 0.008268 0.2308 0.1601 0.0113421422164512 0.00608006353723804
"198" 1432 "grid" 0.975175851251819 0.00801649199212085 0.9803 0.007266 0.07346 0.2223 0.0167274425635636 0.00539590971551776
"199" 1470 "xyz" 0.953668256178955 0.0113030071479285 0.9939 0.007237 0.4474 0.1482 0.00543882077186046 0.00523143740515454
"200" 1470 "rand" 0.962112222859012 0.0100584945529828 0.9908 0.007649 0.2212 0.1666 0.0104628830609288 0.00563178447345621
"201" 1470 "grid" 0.976052694653852 0.00743889618115343 0.9942 0.006851 -0.09119 0.2752 0.00901234279190928 0.00508441436252793
"202" 1508 "xyz" 0.934297866245713 0.018480528477216 0.9907 0.00794 0.6449 0.1308 0.00664228010188621 0.00576724065038849
"203" 1508 "rand" 0.941225100222484 0.0106122860575047 0.9989 0.008283 0.3737 0.1299 0.0062233826005621 0.00603738886778469
"204" 1508 "grid" 0.962911980943114 0.0119024210797193 0.9995 0.00723 0.3959 0.2297 0.00112439106140353 0.00542450471640398
"205" 1547 "xyz" 0.968626439977468 0.0114707584997209 0.9811 0.00766 0.281 0.2179 0.0141276357001113 0.00576872079292567
"206" 1547 "rand" 0.944943512811418 0.0116103802141727 0.997 0.008761 0.3938 0.1577 0.00554067496918916 0.00647940399671783
"207" 1547 "grid" 0.953308926230735 0.0121928785868874 1 0.007706 0.4475 0.1615 0.00164138028179002 0.00575608258124219
"208" 1587 "xyz" 0.967382353266992 0.00875414229505546 0.979 0.006735 0.2447 0.1835 0.0150954274399874 0.00497316507174825
"209" 1587 "rand" 0.939294758079644 0.0122992537894174 0.9865 0.007617 0.4878 0.1279 0.0146363012606483 0.00546847512437694
